CID,Descriptor,Institution,Institution type,Course_Title,Local_Course_ID,Approval date,COR effective term,GI01,CB00,Last_Updated
MATH 220,Single Variable Calculus II Early Transcendentals,College of San Mateo,California Community College,Calculus with Analytic Geometry II,MATH252,2023-09-01,Fall 2015,372,CCC000306287,2023-10-07
MATH 250,Introduction to Linear Algebra,Copper Mountain College,California Community College,Linear Algebra,MATH002B,2023-09-01,Fall 2014,971,CCC000419602,2023-10-07
MATH 230,Multivariable Calculus,College of San Mateo,California Community College,Calculus with Analytic Geometry III,MATH253,2023-09-01,Fall 2015,372,CCC000016678,2023-10-07
MATH 910 S,Differential Equations and Linear Algebra + Differential Equations and Linear Algebra,Santiago Canyon College,California Community College,Linear Algebra + Differential Equations,MATH290,2023-09-01,Fall 2012,873,CCC000015742,2023-10-07
MATH 910 S,Differential Equations and Linear Algebra + Differential Equations and Linear Algebra,Santiago Canyon College,California Community College,Linear Algebra + Differential Equations,MATH290,2023-09-01,Fall 2012,873,CCC000564633,2023-10-07
MATH 910 S,Differential Equations and Linear Algebra + Differential Equations and Linear Algebra,Santiago Canyon College,California Community College,Linear Algebra + Differential Equations,MATH295,2023-09-01,Fall 2012,873,CCC000025302,2023-10-07
MATH 910 S,Differential Equations and Linear Algebra + Differential Equations and Linear Algebra,Santiago Canyon College,California Community College,Linear Algebra + Differential Equations,MATH295,2023-09-01,Fall 2012,873,CCC000564634,2023-10-07
MATH 240,Ordinary Differential Equations,Santiago Canyon College,California Community College,Differential Equations,MATH295,2023-09-01,Fall 2015,873,CCC000025302,2023-10-07
MATH 240,Ordinary Differential Equations,Santiago Canyon College,California Community College,Differential Equations,MATH295,2023-09-01,Fall 2015,873,CCC000564634,2023-10-07
MATH 151,College Algebra for STEM + College Algebra for STEM + College Algebra for STEM,De Anza College,California Community College,Precalculus II: Trigonometric Functions + Precalculus I: Theory of Functions + Precalculus III: Advanced Topics,MATH42,2023-09-01,Fall 2010 + Fall 2011 + Fall 2010,421,CCC000527802,2023-10-07
MATH 151,College Algebra for STEM + College Algebra for STEM + College Algebra for STEM,De Anza College,California Community College,Precalculus II: Trigonometric Functions + Precalculus I: Theory of Functions + Precalculus III: Advanced Topics,MATH41,2023-09-01,Fall 2010 + Fall 2011 + Fall 2010,421,CCC000519339,2023-10-07
MATH 151,College Algebra for STEM + College Algebra for STEM + College Algebra for STEM,De Anza College,California Community College,Precalculus II: Trigonometric Functions + Precalculus I: Theory of Functions + Precalculus III: Advanced Topics,MATH43,2023-09-01,Fall 2010 + Fall 2011 + Fall 2010,421,CCC000519340,2023-10-07
MATH 151,College Algebra for STEM,Cuyamaca College,California Community College,College Algebra,MATH175,2023-09-01,Fall 2013,021,CCC000124615,2023-10-07
MATH 151,College Algebra for STEM,Cuyamaca College,California Community College,College Algebra,MATH175,2023-09-01,Fall 2013,021,CCC000602400,2023-10-07
MATH 151,College Algebra for STEM,Woodland Community College,California Community College,College Algebra,MATH20,2023-09-01,Spring 2013,292,CCC000533596,2023-10-07
MATH 151,College Algebra for STEM,Woodland Community College,California Community College,College Algebra,MATH20,2023-09-01,Spring 2013,292,CCC000592833,2023-10-07
MATH 151,College Algebra for STEM,Yuba College,California Community College,College Algebra,MATH20,2023-09-01,Spring 2013,291,CCC000533597,2023-10-07
MATH 851,Trigonometry,Napa Valley College,California Community College,Trigonometry,MATH108,2023-09-01,Fall 2013,241,CCC000183637,2023-10-07
MATH 851,Trigonometry,Napa Valley College,California Community College,Trigonometry,MATH108,2023-09-01,Fall 2013,241,CCC000561216,2023-10-07
MATH 851,Trigonometry + Trigonometry + Trigonometry,Moreno Valley College,California Community College,Trigonometry + Trigonometry + Trigonometry,MAT36,2023-09-01,Summer 2014,962,CCC000520609,2023-10-07
MATH 851,Trigonometry + Trigonometry + Trigonometry,Norco College,California Community College,Trigonometry + Trigonometry + Trigonometry,MAT36,2023-09-01,Summer 2014,963,CCC000519846,2023-10-07
MATH 851,Trigonometry + Trigonometry + Trigonometry,Riverside City College,California Community College,Trigonometry + Trigonometry + Trigonometry,MAT36,2023-09-01,Summer 2014,961,CCC000271540,2023-10-07
MATH 155,Precalculus,Woodland Community College,California Community College,Precalculus,MATH7,2023-09-01,Fall 2013,292,NA,2023-10-07
MATH 155,Precalculus,Yuba College,California Community College,Precalculus,MATH7,2023-09-01,Fall 2013,291,CCC000319920,2023-10-07
MATH 155,Precalculus,El Camino College,California Community College,Precalculus,MATH180,2023-09-01,Fall 2014,721,CCC000340631,2023-10-07
MATH 155,Precalculus,Santa Ana College,California Community College,Pre-Calculus Mathematics,MATH170,2023-09-01,Fall 2015,871,CCC000417829,2023-10-07
MATH 955,Precalculus & Trigonometry,Shasta College,California Community College,Precalculus,MATH2,2023-09-01,Fall 2015,171,CCC000371886,2023-10-07
MATH 955,Precalculus & Trigonometry,Shasta College,California Community College,Precalculus,MATH2,2023-09-01,Fall 2015,171,CCC000560094,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Cypress College,California Community College,Calculus I,MATH150AC,2023-09-01,Fall 2016,861,CCC000243407,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,West Hills College Lemoore,California Community College,Introduction to Calculus,MATH001A,2023-09-01,Summer 2015,582,CCC000348016,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Cuesta College,California Community College,Calculus I,MATH265A,2023-09-01,Fall 2015,641,CCC000172355,2023-10-07
MATH 250,Introduction to Linear Algebra,San Joaquin Delta College,California Community College,Linear Algebra,MATH5,2023-09-01,Summer 2015,551,CCC000567827,2023-10-07
MATH 250,Introduction to Linear Algebra,San Joaquin Delta College,California Community College,Linear Algebra,MATH5,2023-09-01,Summer 2015,551,CCC000374059,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Santa Ana College,California Community College,Honors Single Variable Calculus I,MATH180H,2023-09-01,Fall 2015,871,CCC000504207,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence + Single Variable Calculus Sequence,De Anza College,California Community College,Calculus + Calculus + Calculus,MATH1B,2023-09-01,Fall 2015,421,CCC000246814,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence + Single Variable Calculus Sequence,De Anza College,California Community College,Calculus + Calculus + Calculus,MATH1A,2023-09-01,Fall 2015,421,CCC000026332,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence + Single Variable Calculus Sequence,De Anza College,California Community College,Calculus + Calculus + Calculus,MATH1C,2023-09-01,Fall 2015,421,CCC000337191,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,San Joaquin Delta College,California Community College,Calculus II,MATH2,2023-09-01,Summer 2015,551,CCC000372591,2023-10-07
MATH 230,Multivariable Calculus + Multivariable Calculus,De Anza College,California Community College,Calculus + Calculus,MATH1D,2023-09-01,Fall 2015,421,CCC000215910,2023-10-07
MATH 230,Multivariable Calculus + Multivariable Calculus,De Anza College,California Community College,Calculus + Calculus,MATH1C,2023-09-01,Fall 2015,421,CCC000337191,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals + Single Variable Calculus II Early Transcendentals,De Anza College,California Community College,Calculus + Calculus,MATH1B,2023-09-01,Fall 2015,421,CCC000246814,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals + Single Variable Calculus II Early Transcendentals,De Anza College,California Community College,Calculus + Calculus,MATH1C,2023-09-01,Fall 2015,421,CCC000337191,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Copper Mountain College,California Community College,Calculus + Calculus,MATH001A,2023-09-01,Fall 2014,971,CCC000388681,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Copper Mountain College,California Community College,Calculus + Calculus,MATH001A,2023-09-01,Fall 2014,971,CCC000559153,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Copper Mountain College,California Community College,Calculus + Calculus,MATH001B,2023-09-01,Fall 2014,971,CCC000399813,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Copper Mountain College,California Community College,Calculus + Calculus,MATH001B,2023-09-01,Fall 2014,971,CCC000559152,2023-10-07
MATH 955,Precalculus & Trigonometry,Moorpark College,California Community College,Precalculus and Trigonometry,MATHM07,2023-09-01,Fall 2015,681,CCC000430177,2023-10-07
MATH 955,Precalculus & Trigonometry,Moorpark College,California Community College,Precalculus and Trigonometry,MATHM07,2023-09-01,Fall 2015,681,CCC000562628,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Shasta College,California Community College,Calculus 3B + Calculus 3A,MATH3B,2023-09-01,Fall 2014,171,CCC000357651,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Shasta College,California Community College,Calculus 3B + Calculus 3A,MATH3B,2023-09-01,Fall 2014,171,CCC000552027,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Shasta College,California Community College,Calculus 3B + Calculus 3A,MATH3A,2023-09-01,Fall 2014,171,CCC000370427,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Gavilan College,California Community College,Single-Variable Calculus and Analytic Geometry + Single-Variable Calculus and Analytic Geometry,MATH1A,2023-09-01,Spring 2013,441,CCC000242538,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Gavilan College,California Community College,Single-Variable Calculus and Analytic Geometry + Single-Variable Calculus and Analytic Geometry,MATH1B,2023-09-01,Spring 2013,441,CCC000204947,2023-10-07
MATH 230,Multivariable Calculus,Mt. San Jacinto College,California Community College,Analytic Geometry and Calculus III,MATH213,2023-09-01,Fall 2014,941,CCC000164197,2023-10-07
MATH 250,Introduction to Linear Algebra,Antelope Valley College,California Community College,Linear Algebra,MATH220,2023-09-01,Fall 2015,621,CCC000118045,2023-10-07
MATH 250,Introduction to Linear Algebra,Antelope Valley College,California Community College,Linear Algebra,MATH220,2023-09-01,Fall 2015,621,CCC000566654,2023-10-07
MATH 250,Introduction to Linear Algebra,Contra Costa College,California Community College,Introduction to Linear Algebra,MATH200,2023-09-01,Fall 2014,311,CCC000268041,2023-10-07
MATH 230,Multivariable Calculus,West Hills College Lemoore,California Community College,Multivariate Calculus,MATH002A,2023-09-01,Summer 2015,582,CCC000382816,2023-10-07
MATH 230,Multivariable Calculus,West Hills College Coalinga,California Community College,Multivariate Calculus,MATH002A,2023-09-01,Spring 2015,581,CCC000106393,2023-10-07
MATH 211,Single Variable Calculus I Late Transcendentals,Saddleback College,California Community College,Analytic Geometry and Calculus,MATH3A,2023-09-01,Spring 2013,891,CCC000398709,2023-10-07
MATH 230,Multivariable Calculus,San Joaquin Delta College,California Community College,Multivariable Calculus,MATH3,2023-09-01,Summer 2016,551,CCC000373122,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Saddleback College,California Community College,Analytic Geometry and Calculus + Analytic Geometry and Calculus,MATH3B,2023-09-01,Spring 2013,891,CCC000396528,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Saddleback College,California Community College,Analytic Geometry and Calculus + Analytic Geometry and Calculus,MATH3A,2023-09-01,Spring 2013,891,CCC000398709,2023-10-07
MATH 240,Ordinary Differential Equations,Monterey Peninsula College,California Community College,Differential Equations,MATH32,2023-09-01,Fall 2015,461,CCC000119111,2023-10-07
MATH 240,Ordinary Differential Equations,Monterey Peninsula College,California Community College,Differential Equations,MATH32,2023-09-01,Fall 2015,461,CCC000564167,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Imperial Valley College,California Community College,Calculus II,MATH194,2023-09-01,Fall 2019,031,CCC000363216,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Imperial Valley College,California Community College,Calculus II,MATH194,2023-09-01,Fall 2019,031,CCC000571688,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,El Camino College,California Community College,Single Variable Calculus and Analytic Geometry II,MATH191,2023-09-01,Summer 2013,721,CCC000311179,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,El Camino College,California Community College,Single Variable Calculus and Analytic Geometry II,MATH191,2023-09-01,Summer 2013,721,CCC000508680,2023-10-07
